"Transcript","Condition_A","Condition_B"
"TR75473|c1_g3_i2",1.31,0.75
"TR11076|c1_g1_i6",0.47,0.3
"TR103406|c0_g2_i1",0.82,1.11
"TR202917|c0_g1_i1",1.19,1.72
"TR2883|c0_g1_i1",2.04,0
"TR189278|c0_g1_i1",0.4,0.43
"TR140185|c0_g2_i1",0.62,0.6
"TR92006|c0_g1_i1",0.96,1.7
"TR231472|c0_g1_i1",0.75,0
"TR125626|c0_g1_i1",1,0.67
"TR62707|c2_g2_i5",0.02,0
"TR210965|c0_g1_i1",5.33,4.49
"TR48623|c0_g1_i1",0.53,0
"TR176274|c0_g1_i1",2.05,0.8
"TR44235|c0_g2_i2",2.22,1.7
"TR20855|c0_g1_i1",0.92,0.91
"TR198397|c0_g1_i1",1.07,0.58
"TR111083|c0_g1_i1",1.08,1.5
"TR10060|c1_g2_i1",1.96,2.42
"TR158303|c0_g2_i1",1.49,0
"TR12423|c0_g1_i1",0.67,0
"TR20787|c0_g1_i2",0.18,0
"TR1159|c0_g1_i1",0.39,0.85
"TR152888|c0_g1_i1",0.32,0.39
"TR230914|c0_g1_i1",0.49,0
"TR225091|c0_g1_i1",0.83,1.34
"TR8450|c0_g1_i1",0.87,0.87
"TR61634|c0_g1_i1",1.08,0.58
"TR204391|c0_g1_i1",0.38,0
"TR80411|c0_g1_i1",0.48,0.83
"TR75496|c0_g4_i1",0.59,1.18
"TR192105|c0_g1_i1",0.61,0.25
"TR75132|c0_g1_i1",7.94,8.94
"TR122588|c0_g1_i1",0,0.42
"TR51178|c0_g2_i1",3.27,4.64
"TR13347|c0_g1_i2",8.28,7.4
"TR25842|c1_g6_i4",0.64,0
"TR23079|c0_g1_i1",0.51,0
"TR225222|c0_g1_i1",0.54,0.58
"TR96778|c0_g1_i1",0.33,0
"TR66899|c0_g1_i1",0.45,0.48
"TR27733|c0_g1_i1",0.98,1.06
"TR221293|c0_g1_i1",0.32,0
"TR102834|c0_g2_i1",0,0.07
"TR63392|c0_g1_i1",0.55,0.19
"TR59524|c5_g1_i1",347.16,384.29
"TR161837|c0_g1_i1",0.35,0
"TR38195|c9_g1_i1",0.58,0.63
"TR176594|c0_g1_i1",1.21,1.31
"TR134442|c0_g1_i1",0.57,0.43
"TR47573|c0_g1_i1",0.53,0.57
"TR14178|c0_g1_i6",0.15,0.14
"TR199377|c0_g1_i1",0.91,1
"TR178334|c0_g1_i1",0.3,0
"TR83693|c0_g1_i3",0.69,1.12
"TR195664|c0_g1_i1",0.49,1.07
"TR82042|c0_g1_i1",3.23,3.05
"TR102693|c0_g1_i1",0.41,0.52
"TR215232|c0_g1_i1",1.25,0
"TR21411|c0_g1_i1",0.75,0.82
"TR147073|c0_g2_i1",0.31,0.59
"TR75998|c2_g1_i1",1.85,1.05
"TR47764|c0_g1_i1",0.51,0
"TR119810|c0_g1_i1",0.83,0
"TR81988|c0_g3_i2",1.07,1.03
"TR181061|c0_g1_i1",0.96,0
"TR140738|c0_g2_i1",0.36,0
"TR147572|c0_g1_i1",0.55,1.01
"TR133800|c0_g2_i1",33.94,33.15
"TR207663|c0_g1_i1",0.32,0
"TR3380|c0_g1_i1",0.28,0.25
"TR39908|c0_g1_i3",0.27,0
"TR71354|c0_g1_i9",0.6,0
"TR148634|c0_g1_i1",0.4,0.7
"TR46376|c1_g1_i1",1.05,0.91
"TR25056|c0_g5_i1",3.75,4.65
"TR147527|c0_g2_i1",1.28,1.07
"TR215787|c0_g1_i1",0.12,0
"TR143821|c0_g1_i1",0.73,1.16
"TR172358|c0_g1_i1",0.95,1.04
"TR182930|c0_g1_i1",0.59,0.64
"TR67821|c0_g1_i2",5.93,4.59
"TR188987|c0_g1_i1",0.24,0.52
"TR232294|c0_g1_i1",0.46,0.98
"TR31853|c0_g1_i1",0.77,0.84
"TR50181|c0_g1_i1",0.57,1.23
"TR82716|c0_g1_i1",0.57,0.61
"TR36478|c0_g1_i1",1.01,0.98
"TR211172|c0_g1_i1",0.46,1.01
"TR37795|c0_g1_i1",0.63,2.04
"TR213005|c0_g1_i1",1.14,0.83
"TR11524|c0_g1_i1",1.16,0.94
"TR69001|c0_g1_i1",0.38,0
"TR3295|c0_g1_i1",1.36,2.41
"TR22525|c0_g1_i1",0.35,0.19
"TR109044|c0_g1_i1",1.62,0.63
"TR30856|c2_g2_i1",0.83,1.14
"TR74599|c0_g11_i1",0.34,0
"TR45763|c0_g1_i2",1.06,1.04
"TR153425|c0_g2_i1",0.47,0
"TR108279|c0_g1_i1",0.47,0
"TR143060|c0_g3_i1",0.47,0
"TR224186|c0_g1_i1",0.53,1.13
"TR195034|c0_g1_i1",0.87,1.88
"TR238343|c0_g1_i1",0.38,0.83
"TR203963|c0_g1_i1",0.58,0
"TR13376|c0_g1_i1",0.81,0.92
"TR208698|c0_g1_i1",0.6,0.88
"TR147376|c0_g1_i1",4.77,6.69
"TR63325|c2_g1_i3",0.77,0.84
"TR44896|c8_g16_i2",9.55,8.72
"TR125699|c0_g1_i1",2.05,1.79
"TR43441|c0_g1_i1",0.77,1.65
"TR80017|c0_g2_i1",0.82,1.26
"TR163733|c0_g1_i1",0.32,0
"TR135467|c0_g2_i1",0.69,1.03
"TR48647|c0_g1_i1",1.03,1.09
"TR60075|c0_g1_i1",0.94,0.81
"TR13395|c0_g1_i5",0.62,0.33
"TR169948|c0_g1_i1",0.5,1.11
"TR126581|c0_g2_i1",0.18,0.34
"TR48252|c6_g2_i1",1.21,1.57
"TR221408|c0_g1_i1",0.75,1.22
"TR128355|c0_g2_i1",1.21,1.31
"TR158233|c2_g1_i1",0.46,0.49
"TR118416|c0_g1_i1",1.42,2.32
"TR191180|c0_g1_i1",0.73,0
"TR20257|c0_g1_i1",2.22,1.1
"TR43330|c0_g1_i1",1.38,1.19
"TR126407|c0_g2_i1",0.92,0.53
"TR44942|c3_g1_i3",1.73,1.9
"TR99626|c0_g2_i1",0.54,0.22
"TR95602|c0_g1_i1",0.36,0.52
"TR54120|c0_g1_i1",0.98,0.47
"TR56754|c0_g1_i1",0.69,0.99
"TR145692|c0_g1_i1",0.56,0
"TR139265|c0_g2_i1",0.22,0.58
"TR120288|c0_g2_i1",0.45,0.4
"TR128771|c0_g1_i1",1.26,1.81
"TR43718|c0_g1_i1",1.53,2.67
"TR6|c4_g1_i2",0.68,0.87
"TR161574|c0_g2_i1",0.68,0.49
"TR119334|c0_g1_i1",0.59,0
"TR96044|c0_g1_i1",17.56,15.97
"TR140651|c0_g1_i1",1.91,1.74
"TR49373|c4_g4_i1",2.31,3.03
"TR18395|c0_g3_i3",4.56,4.03
"TR166776|c1_g1_i1",0.44,0.16
"TR124930|c0_g1_i1",0.58,0.23
"TR41824|c0_g3_i3",1.28,1.7
"TR162912|c0_g6_i1",1.52,1.84
"TR142723|c0_g1_i1",1.32,0.92
"TR11042|c3_g1_i4",0.24,0.42
"TR150766|c0_g1_i1",0.76,0
"TR214904|c0_g1_i1",0.39,0.83
"TR48393|c4_g1_i4",0.41,0.48
"TR230723|c0_g1_i1",0.31,0.67
"TR228704|c0_g1_i1",0.39,0.84
"TR62944|c0_g1_i1",0.72,0.82
"TR58194|c0_g1_i2",0.67,1.47
"TR18416|c0_g3_i1",0.39,0.83
"TR120594|c0_g1_i3",6.88,5.4
"TR11555|c5_g1_i1",0.3,0.43
"TR98960|c0_g1_i1",0.14,0.28
"TR89017|c0_g1_i1",1.12,0.92
"TR140990|c0_g1_i1",0.86,0.97
"TR47064|c0_g1_i1",0.76,0.82
"TR112089|c0_g1_i1",0.38,0
"TR78494|c0_g2_i4",0.52,0.37
"TR3396|c0_g2_i11",0.19,0
"TR22644|c3_g8_i1",98.99,86.97
"TR12179|c0_g2_i1",4.83,3.96
"TR157188|c0_g1_i1",4.53,3.65
"TR57953|c0_g1_i1",1.6,0.98
"TR185105|c0_g1_i1",0.63,0
"TR91456|c0_g1_i1",0.26,0
"TR52591|c0_g1_i1",1.58,2.32
"TR49264|c0_g2_i1",5.1,4.25
"TR29921|c0_g1_i1",0.38,0
"TR21185|c0_g1_i1",0.51,0
"TR85039|c0_g1_i2",0.47,1.02
"TR69531|c0_g1_i1",0.46,0.77
"TR139278|c0_g1_i1",0.17,0.39
"TR16114|c0_g1_i1",0.61,0.66
"TR173548|c0_g1_i1",0.57,0.63
"TR39209|c0_g1_i1",0.73,1.14
"TR198597|c0_g1_i1",0.92,0
"TR824|c0_g1_i1",0.83,0.91
"TR27503|c0_g1_i1",0.73,0.31
"TR162350|c1_g1_i1",0.94,1.03
"TR79810|c0_g1_i1",0.51,0
"TR102670|c0_g3_i1",0.53,0
"TR64719|c0_g1_i1",0.74,0
"TR49800|c0_g1_i1",1.12,0
"TR130738|c0_g1_i1",0.87,0.71
"TR28799|c6_g5_i8",0,0.63
"TR145355|c0_g1_i4",4.32,5.26
"TR143680|c1_g1_i1",1.02,1.12
"TR164780|c0_g1_i1",2.12,2.71
"TR227852|c0_g1_i1",0.86,1.38
"TR33475|c0_g6_i1",0.81,0
"TR210669|c0_g1_i1",0.66,0.23
"TR102320|c0_g1_i1",1.48,1.93
"TR35315|c0_g3_i11",0.27,0.22
"TR103969|c0_g1_i1",0.78,0.42
"TR118585|c0_g1_i1",0.57,0.53
"TR33324|c0_g1_i1",0.51,0.74
"TR18693|c0_g1_i1",0.16,0.24
"TR4434|c0_g1_i1",0.35,0.5
"TR195010|c0_g1_i1",0.79,0.34
"TR158701|c0_g1_i1",0.07,0.89
"TR125881|c0_g2_i2",0.24,0
"TR49321|c0_g1_i1",0.98,1.07
"TR8716|c0_g1_i1",1.07,2.21
"TR166896|c0_g1_i1",0.94,0.68
"TR47225|c0_g1_i1",6.45,3.89
"TR153523|c0_g2_i1",2.26,2.43
"TR31769|c0_g2_i1",0.56,1.01
"TR130758|c0_g1_i1",0.43,0
"TR121917|c0_g2_i1",7.49,5.92
"TR109105|c0_g1_i1",0.7,0
"TR27418|c0_g1_i1",0.49,0
"TR58686|c0_g1_i1",0.55,0
"TR40712|c0_g1_i1",0.74,0.65
"TR218871|c0_g1_i1",1.08,0
"TR82020|c1_g1_i6",0.3,0
"TR52336|c0_g1_i1",0.61,0.76
"TR136536|c0_g1_i1",0.57,0
"TR72691|c3_g3_i1",0.71,0.77
"TR35720|c0_g1_i1",0.49,0.35
"TR133922|c0_g1_i1",0.35,0.74
"TR130153|c0_g2_i1",0.08,0.45
"TR148510|c0_g1_i1",0,1.71
"TR3909|c0_g1_i1",0.89,0.36
"TR71515|c1_g4_i1",1.35,1.45
"TR171439|c0_g1_i1",0.42,0
"TR187780|c0_g1_i1",1.2,0.87
"TR116324|c0_g1_i1",1.64,1.84
"TR168970|c0_g1_i1",0.35,0.77
"TR224540|c0_g1_i1",0.8,0.87
"TR217483|c0_g1_i1",0.5,2.72
"TR123936|c0_g2_i1",1.76,2.21
"TR76946|c0_g2_i13",0.09,0
"TR65432|c0_g1_i1",0.58,0.62
"TR186890|c0_g1_i1",0.83,0.69
"TR52071|c0_g1_i1",0.59,0.64
"TR118182|c0_g4_i1",0.43,0.47
"TR45599|c2_g2_i1",1.5,2.27
"TR92619|c0_g2_i1",0.28,0
"TR123153|c0_g1_i1",0.45,0
"TR66896|c0_g1_i1",0.69,0
"TR63720|c1_g1_i1",1.16,0
"TR5205|c10_g1_i1",0.66,0.72
"TR235521|c0_g1_i1",0.41,0
"TR46117|c0_g1_i1",0.94,1.01
"TR199214|c0_g1_i1",0.88,1.57
"TR87060|c0_g1_i1",0,0.91
"TR77462|c0_g1_i1",0.95,2.08
"TR38086|c0_g2_i2",0.45,0.46
"TR14200|c0_g1_i1",1.59,1.29
"TR191034|c0_g1_i1",1.14,0.49
"TR1695|c0_g1_i1",9.2,10.93
"TR154378|c0_g1_i1",0.23,0.29
"TR47797|c0_g1_i1",0.54,0.58
"TR113108|c0_g1_i1",0.17,0
"TR234209|c0_g1_i1",0.35,0
"TR107380|c0_g1_i1",0.96,1.13
"TR209123|c0_g1_i1",0.27,0.58
"TR192194|c0_g1_i1",1.04,1.25
"TR102142|c0_g1_i1",2.66,1.94
"TR22085|c0_g4_i4",0.7,0.89
"TR115536|c0_g1_i2",1.14,1.6
"TR31677|c0_g1_i7",0.23,0.03
"TR2890|c0_g2_i1",0.37,0
"TR49678|c0_g1_i1",0.58,0.83
"TR94667|c0_g1_i1",0.78,0.23
"TR108353|c0_g1_i1",0.2,0.55
"TR75543|c0_g2_i6",0.52,1.28
"TR73527|c0_g1_i11",0.58,0
"TR18745|c0_g1_i5",0,1.21
"TR74594|c1_g2_i1",0.88,1.04
"TR79900|c2_g3_i7",4.93,3.9
"TR160045|c0_g1_i1",1.02,1.74
"TR174328|c0_g1_i1",0.89,0.48
"TR45604|c0_g2_i4",0.58,0.71
"TR228640|c0_g1_i1",0.42,0.45
"TR205728|c0_g1_i1",1.41,1.41
"TR44082|c0_g1_i1",0.84,0.92
"TR7420|c0_g1_i4",1.63,2.85
"TR224617|c0_g1_i1",0.72,0
"TR39888|c0_g2_i1",0.14,1.3
"TR14018|c0_g1_i1",0.94,1.36
"TR142501|c0_g2_i1",0.4,0.88
"TR8295|c0_g2_i2",0.7,0
"TR136938|c0_g3_i1",2.43,1.97
"TR3936|c0_g1_i1",0.24,0.39
"TR377|c0_g1_i1",0.4,0
"TR179366|c0_g1_i1",0.76,0
"TR75450|c0_g1_i4",0.69,0
"TR18386|c1_g5_i5",1.6,2.2
"TR1136|c0_g1_i1",0.32,0
"TR12855|c0_g1_i1",1.09,0.68
"TR135469|c0_g1_i1",0.92,0.67
"TR158431|c1_g1_i1",0.2,0
"TR127687|c0_g2_i1",0.48,0
"TR11493|c0_g1_i6",0.8,0.45
"TR17724|c0_g1_i1",0.19,0
"TR155421|c0_g1_i1",0.83,1.31
"TR209483|c0_g1_i1",28.84,17.19
"TR23558|c0_g1_i1",0.63,0.69
"TR81533|c0_g2_i3",1.78,0.48
"TR66104|c0_g1_i1",0.07,0
"TR76307|c0_g1_i1",0.89,1.2
"TR163988|c0_g1_i1",0.31,0
"TR157364|c0_g1_i1",0.29,0
"TR83590|c0_g1_i1",0.52,0
"TR139827|c0_g1_i2",0.63,0
"TR183463|c0_g1_i1",0.12,0.21
"TR40394|c1_g4_i5",0.71,0.47
"TR22055|c0_g2_i7",0.49,0
"TR93026|c0_g1_i1",0.18,0
"TR23074|c0_g1_i1",1.02,1.17
"TR36868|c0_g1_i1",22.02,27.27
"TR78545|c0_g2_i5",4.84,2.98
"TR47884|c0_g1_i1",0.57,0.54
"TR21174|c1_g3_i2",0.36,0.41
"TR113766|c0_g1_i1",0.29,0
"TR19735|c0_g1_i1",0.59,1.28
"TR62254|c0_g1_i1",0.38,0
"TR231917|c0_g1_i1",1.05,2.32
"TR145202|c0_g1_i1",0.52,1.06
"TR182324|c0_g1_i1",0.51,0.69
"TR164338|c0_g1_i1",0.3,0.66
"TR102692|c0_g1_i1",0.37,0.31
"TR96526|c0_g1_i1",0.38,0
"TR15764|c45_g6_i2",0,1.04
"TR8327|c1_g6_i3",1.96,2.16
"TR133796|c0_g1_i2",6.11,6.06
"TR11013|c0_g1_i1",1.06,0.98
"TR91929|c0_g2_i1",0.47,0.57
"TR85434|c0_g2_i1",0.71,0
"TR102064|c0_g1_i1",0.13,0
"TR3772|c0_g1_i1",0.95,1.22
"TR50802|c0_g4_i1",2.05,1.91
"TR238803|c0_g1_i1",0.49,0
"TR98507|c0_g1_i1",1.6,1.04
"TR204378|c0_g1_i1",0.35,0.5
"TR190220|c0_g1_i1",0.34,0
"TR96735|c0_g1_i1",1.16,1.42
"TR28803|c1_g2_i2",0.95,0.89
"TR120646|c0_g1_i1",1.72,0
"TR238529|c0_g1_i1",0.3,0.32
"TR216717|c0_g1_i1",0.7,1.53
"TR224615|c0_g1_i1",0.83,0.88
"TR42943|c0_g6_i1",0.24,0.53
"TR119605|c0_g1_i1",0.68,0.69
"TR88052|c0_g1_i1",1.47,1.45
"TR73181|c0_g1_i2",0.49,0.41
"TR109482|c2_g2_i1",49.61,65.35
"TR88470|c0_g1_i1",0.57,0.31
"TR88226|c0_g2_i1",1.02,0.9
"TR64847|c0_g1_i1",2.66,1.78
"TR194613|c0_g1_i1",0.36,0.39
"TR134755|c0_g2_i1",0.36,0.79
"TR44772|c0_g1_i1",1.12,0.85
"TR13163|c0_g4_i1",1.56,2.67
"TR80527|c0_g1_i1",0.66,0.94
"TR76885|c1_g3_i6",7.25,7.08
"TR30788|c0_g1_i5",6.14,4.09
"TR107245|c0_g1_i1",0.24,0
"TR38346|c0_g1_i1",0.53,0
"TR86163|c0_g1_i5",0.19,0.33
"TR198697|c0_g1_i1",1.49,0.81
"TR37340|c0_g1_i1",0.28,0.3
"TR218329|c0_g1_i1",1.2,1.75
"TR194685|c0_g1_i1",0.86,0.88
"TR72680|c0_g2_i4",0.8,1
"TR67390|c0_g2_i4",94.26,115.21
"TR115027|c0_g1_i1",0.7,0.69
"TR67450|c0_g1_i1",1.06,0.77
"TR43592|c0_g1_i1",0.33,0
"TR21628|c0_g1_i1",0.87,0.96
"TR53168|c0_g2_i1",0.52,0.64
"TR131726|c0_g1_i1",1.08,0.68
"TR174406|c0_g1_i1",0.75,0.54
"TR88466|c0_g1_i1",0.46,0.59
"TR11529|c0_g3_i13",0.75,1.4
"TR213616|c0_g1_i1",0.42,0.45
"TR148407|c0_g2_i1",0.21,0
"TR49008|c0_g1_i2",0.57,0
"TR81977|c0_g2_i1",0.66,0.72
"TR49685|c0_g1_i1",0.62,0.74
"TR103213|c1_g1_i1",3.19,1
"TR159857|c0_g1_i1",0.56,0.51
"TR165932|c0_g1_i1",0.38,0
"TR207535|c0_g1_i1",0.82,0.9
"TR159434|c0_g2_i1",0.29,0.72
"TR198726|c0_g1_i1",0.67,0.72
"TR34606|c0_g1_i1",0.84,0
"TR50695|c0_g2_i1",0.08,0
"TR25661|c0_g1_i1",0.3,0
"TR166045|c0_g1_i1",0.22,0.47
"TR126770|c0_g2_i1",0.05,0.32
"TR58292|c0_g3_i7",0.43,0.53
"TR18253|c1_g1_i1",0.72,1.11
"TR22550|c0_g2_i1",1.08,1.48
"TR124794|c0_g1_i2",0.46,0.35
"TR85027|c2_g4_i3",0.33,0.75
"TR67361|c1_g2_i1",3.78,4.29
"TR50184|c0_g1_i1",0.46,0
"TR35357|c1_g4_i2",0.33,0.42
"TR184867|c0_g1_i1",0.82,0
"TR173613|c0_g1_i1",0.56,0.35
"TR146535|c0_g1_i1",3.63,4
"TR170148|c0_g1_i1",0.99,0
"TR79240|c0_g1_i1",0.59,0.42
"TR88239|c0_g1_i1",1.49,3.12
"TR50759|c0_g1_i4",0.12,0.12
"TR147538|c0_g1_i1",0.5,0.31
"TR15923|c0_g1_i1",1.49,1.19
"TR100067|c0_g2_i1",0.6,0
"TR8138|c4_g2_i3",0.25,0
"TR68906|c1_g4_i1",0.54,0.19
"TR7331|c0_g1_i1",0.56,0.78
"TR44933|c1_g9_i3",1.26,1.63
"TR82|c0_g3_i24",0.17,0.12
"TR64160|c0_g2_i1",6.64,8.54
"TR190389|c0_g1_i1",0.48,0
"TR32889|c0_g1_i1",0.77,0.73
"TR168868|c0_g1_i1",0.74,0.81
"TR108771|c0_g2_i1",0.8,0
"TR73736|c0_g2_i1",0.72,0.69
"TR140205|c0_g1_i2",3.35,0
"TR55334|c0_g1_i1",1.75,2.76
"TR219702|c0_g1_i1",0.86,0
"TR163438|c0_g1_i1",0.61,0
"TR21967|c0_g1_i1",0.42,0.18
"TR109822|c1_g1_i1",2.02,1.15
"TR227713|c0_g1_i1",0.64,0.56
"TR159972|c0_g1_i1",0.5,0.24
"TR167926|c0_g1_i1",0.69,0.73
"TR20266|c0_g4_i2",2.84,0.46
"TR8247|c0_g2_i1",1.71,1.67
"TR91939|c1_g1_i1",0.43,0.92
"TR7847|c0_g1_i1",0.39,0
"TR219484|c0_g1_i1",0.81,0.89
"TR190352|c0_g1_i1",0.7,1.51
"TR37109|c0_g1_i6",0.83,0.5
"TR161883|c0_g1_i1",0.17,0.34
"TR207840|c0_g2_i1",0.19,0
"TR222110|c0_g1_i1",0.65,0.45
"TR151896|c0_g1_i1",0.79,1.07
"TR148584|c0_g2_i1",6.25,4.87
"TR187009|c0_g1_i1",1.29,2.11
"TR109994|c0_g1_i2",0.08,0
"TR9334|c0_g1_i1",0.4,0
"TR89404|c0_g1_i1",2.08,2.27
"TR155699|c0_g1_i1",0.29,0
"TR143119|c0_g3_i1",0.39,0.91
"TR38411|c0_g1_i1",7.47,4.57
"TR141073|c0_g1_i1",0.89,0.97
"TR61763|c0_g1_i1",1.68,1.09
"TR25263|c0_g11_i1",1.02,1.69
"TR198949|c0_g1_i1",0.28,0.6
"TR129491|c0_g1_i1",1.04,0
"TR100734|c0_g1_i1",0.83,0
"TR10010|c0_g1_i1",0.77,1.68
"TR75123|c0_g1_i1",11.62,19.93
"TR33701|c0_g1_i1",0.57,0.28
"TR30447|c0_g1_i4",1.78,1.6
"TR55362|c0_g3_i2",0.64,1.18
"TR14289|c0_g2_i1",0.4,0.88
"TR86670|c0_g1_i2",0.87,0.32
"TR132680|c0_g1_i1",1.08,0.65
"TR134549|c0_g1_i3",0.28,0.44
"TR115887|c0_g1_i1",0.37,0
"TR20451|c0_g3_i2",2.43,2.43
"TR116958|c0_g1_i1",0.59,0.71
"TR104682|c0_g1_i1",0.76,1.64
"TR143263|c0_g1_i2",0.37,0.85
"TR16394|c0_g1_i1",1.45,0
"TR228617|c0_g1_i1",0.41,0.44
"TR84976|c1_g2_i8",0.46,0
"TR69660|c0_g1_i1",0.8,1.15
"TR15782|c2_g2_i1",0.34,0.08
"TR78531|c0_g1_i1",4.1,5.08
"TR55188|c0_g1_i1",0.83,0.91
"TR53297|c0_g8_i1",1.77,2.17
"TR130008|c0_g3_i1",0.19,0.31
"TR8866|c0_g1_i1",0.75,0.81
"TR69565|c0_g1_i1",0.59,0.32
"TR154739|c0_g1_i1",1.05,0
"TR159795|c0_g1_i1",0.39,0.85
"TR22085|c0_g2_i1",0.87,0.74
"TR130411|c0_g2_i1",0.06,0.13
"TR117798|c0_g2_i4",37.93,34.84
"TR3567|c0_g1_i1",0.46,0.5
"TR105422|c0_g1_i1",0.38,0.31
"TR236655|c0_g1_i1",0.67,0.5
"TR111063|c0_g2_i1",1.97,2.01
"TR33931|c0_g1_i1",3.08,4.45
"TR26345|c0_g2_i3",2.89,3.6
"TR8293|c0_g4_i1",0.58,0.41
"TR48486|c0_g1_i1",0.74,0.81
"TR20278|c0_g1_i1",0.24,0.56
"TR62348|c0_g1_i1",1.12,0.71
"TR116964|c0_g1_i1",0.14,0.29
"TR1700|c0_g3_i1",0.55,0.52
"TR21446|c0_g1_i1",2.7,2.95
"TR59957|c0_g1_i1",0.34,0.36
"TR86753|c0_g2_i2",0.32,0.6
"TR82024|c0_g3_i7",1.4,2.06
"TR82749|c0_g1_i1",0.2,0
"TR107237|c0_g1_i1",0.64,0.34
"TR78527|c2_g14_i1",0.3,0
"TR227143|c0_g1_i1",0.75,0.92
"TR176958|c0_g1_i1",1.93,1.06
"TR150169|c0_g1_i1",1.57,1.6
"TR237934|c0_g1_i1",0.56,0
"TR21127|c1_g2_i20",0.03,0
"TR1684|c0_g3_i1",0,0.49
"TR55656|c0_g3_i2",1.01,0.78
"TR222929|c0_g1_i1",0.59,0.4
"TR32351|c0_g1_i1",0.41,0
"TR136025|c1_g1_i1",1.25,1.1
"TR82567|c0_g1_i1",0.39,0.42
"TR53311|c0_g1_i2",0.23,0.38
"TR71440|c0_g1_i1",1.18,1.06
"TR43353|c0_g1_i1",0.57,0.82
"TR29288|c0_g1_i1",2.16,1.67
"TR26134|c0_g1_i1",0.76,0.33
"TR151305|c0_g1_i1",0.5,0
"TR82007|c0_g1_i2",0.79,2.21
"TR158557|c0_g2_i1",0.61,0
"TR160612|c0_g1_i2",0.4,0.92
"TR147940|c0_g2_i1",0.97,1.46
"TR187436|c0_g2_i1",0.51,0.65
"TR31990|c0_g1_i1",0.8,0.87
"TR228504|c0_g1_i1",0.38,0.49
"TR68870|c31_g2_i1",2.53,1.34
"TR207150|c0_g1_i1",0.98,1.07
"TR19957|c0_g1_i1",0.61,0.77
"TR26808|c0_g2_i1",0.2,0
"TR74081|c0_g1_i1",0.54,0
"TR157056|c0_g1_i2",0.62,1.08
"TR198543|c0_g1_i1",1.39,1.01
"TR21059|c0_g1_i3",0.27,0.32
"TR79991|c4_g3_i4",0.33,0
"TR51386|c0_g2_i1",0.31,0.38
"TR154936|c0_g1_i1",0.27,0
"TR45610|c0_g1_i3",2.74,2.85
"TR225711|c0_g1_i1",0.49,1.05
"TR69739|c0_g1_i1",0.4,0.88
"TR22643|c0_g1_i1",0.76,0
"TR73771|c0_g1_i4",1.03,1.19
"TR57065|c0_g1_i1",0.81,0.87
"TR20998|c0_g2_i1",1.47,1.11
"TR146231|c0_g1_i1",0.42,0.58
"TR147921|c0_g1_i1",0.39,0
"TR227302|c0_g1_i1",0.78,1.68
"TR84565|c2_g1_i1",1.72,1.96
"TR186213|c0_g1_i1",1.42,1.04
"TR218548|c0_g1_i1",0.84,0.59
"TR63683|c0_g1_i8",0.98,0.76
"TR192091|c0_g1_i1",0.42,0.36
"TR139526|c0_g1_i1",0.28,0.28
"TR82936|c4_g12_i1",57.47,57.99
"TR22784|c3_g5_i2",0.06,0
"TR142671|c0_g1_i1",0.49,0.17
"TR222760|c0_g1_i1",0.54,0
"TR159495|c1_g1_i1",0.16,0
"TR150477|c0_g1_i2",0.76,0.96
"TR117480|c0_g1_i1",15.35,12.07
"TR82032|c0_g8_i8",0.25,0
"TR150830|c1_g1_i1",0.63,0.45
"TR11002|c0_g1_i3",0.31,0.4
"TR89692|c0_g1_i1",1.74,1.85
"TR71079|c0_g1_i1",0.54,0.58
"TR232206|c0_g1_i1",0.57,1.63
"TR134027|c0_g1_i1",3.9,4.74
"TR59664|c0_g2_i5",0.59,0
"TR96009|c0_g1_i1",0.18,0
"TR142108|c0_g1_i1",0.43,0.55
"TR72698|c1_g1_i5",2.8,4.64
"TR13138|c0_g4_i6",0.54,0
"TR1021|c0_g1_i1",0.71,0.75
"TR166211|c0_g1_i1",0.46,1.01
"TR115360|c0_g3_i1",0.97,1.54
"TR114993|c0_g1_i2",3.36,2.9
"TR196946|c0_g1_i1",1.79,2.19
"TR72112|c0_g1_i1",0.71,0.77
"TR39931|c1_g7_i7",0.34,0
"TR2367|c0_g2_i7",1.13,0.5
"TR130911|c0_g2_i1",0.32,0.29
"TR108907|c0_g2_i1",0.22,0.64
"TR79616|c0_g1_i1",0.43,0.51
"TR67258|c0_g1_i1",0.15,0
"TR38170|c0_g1_i2",1.13,0.95
"TR162658|c0_g1_i1",0.86,0.53
"TR74407|c0_g1_i2",1.51,1.29
"TR38227|c0_g1_i1",1.22,0.53
"TR35215|c0_g1_i1",0.49,0
"TR117093|c0_g2_i1",0.03,0.13
"TR18385|c0_g2_i1",0.38,0.46
"TR89694|c0_g1_i1",69.91,60.58
"TR82097|c0_g1_i1",0.41,0.58
"TR33925|c0_g1_i1",7.25,7.3
"TR48524|c0_g1_i1",1,1.03
"TR53094|c0_g1_i3",0.11,0
"TR210376|c0_g1_i1",0.98,1.07
"TR93041|c0_g1_i1",5.46,4.56
"TR171216|c0_g1_i1",0.39,0.55
"TR10794|c0_g1_i1",0.61,0
"TR75245|c0_g1_i1",0.75,0.87
"TR141179|c0_g2_i1",0.44,0
"TR134701|c0_g2_i1",0.17,0
"TR219178|c0_g1_i1",0,0.64
"TR197356|c0_g1_i1",0.61,0.66
"TR239615|c0_g1_i1",1.19,0
"TR53307|c1_g1_i1",0,0.96
"TR54574|c0_g4_i2",1.24,1.58
"TR61695|c0_g1_i1",1.2,1.75
